This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 OP/BE portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  OP/BE is operating profitability at the last fiscal year end of the prior calendar
year divided by BE as of 6 months before formation.  Firms with negative
OP are included in any portfolio.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



    Average Value Weighted Returns -- Daily
                 Small                 Big
,SMALL LoBO,ME1 BO2,SMALL HiBO,BIG LoBO,ME2 BO2,BIG HiBO
19910911  ,-0.12  ,-0.10   ,0.00   ,0.03  ,-0.01   ,0.02
19910912   ,0.53   ,0.40   ,0.56   ,0.74   ,0.55   ,0.72
19910913   ,0.26   ,0.22   ,0.14   ,0.91   ,0.18   ,0.20
19910916   ,0.21   ,0.21   ,0.18   ,0.19   ,0.38   ,0.39
19910917   ,0.33   ,0.32   ,0.36   ,0.53   ,0.39   ,0.34
19910918  ,-0.07  ,-0.09  ,-0.37  ,-0.44  ,-0.41  ,-0.25
19910919   ,0.01  ,-0.15   ,0.00  ,-0.29  ,-0.23  ,-0.16
19910920   ,0.21   ,0.12   ,0.23  ,-0.08   ,0.09   ,0.15
19910923   ,0.17   ,0.31   ,0.40   ,0.38   ,0.29   ,0.19
19910924  ,-0.20  ,-0.20  ,-0.15   ,0.29   ,0.31   ,0.25
19910925   ,0.06   ,0.02  ,-0.10   ,0.16   ,0.31   ,0.22
19910926   ,0.25   ,0.07  ,-0.01   ,0.10   ,0.28   ,0.09
19910927   ,0.22   ,0.25   ,0.41   ,0.02   ,0.14   ,0.08
19910930   ,0.63   ,0.57   ,0.62   ,0.67   ,0.71   ,0.52
19911001   ,0.29   ,0.10   ,0.23   ,0.56   ,0.43   ,0.61
19911002   ,0.27   ,0.18   ,0.12   ,0.51   ,0.17   ,0.24
19911003   ,0.08   ,0.05   ,0.15   ,0.74   ,0.27   ,0.66
19911004  ,-0.21  ,-0.29  ,-0.30  ,-0.01  ,-0.34  ,-0.39
19911007  ,-0.39  ,-0.43  ,-0.33  ,-0.36  ,-0.40  ,-0.41
19911008  ,-0.62  ,-0.62  ,-0.76  ,-0.91  ,-0.77  ,-0.63
19911009  ,-0.33  ,-0.17  ,-0.14  ,-0.25  ,-0.35  ,-0.31
19911010  ,-0.13  ,-0.25  ,-0.24  ,-0.04   ,0.07   ,0.10
19911011   ,0.22   ,0.21   ,0.19   ,0.15   ,0.17   ,0.09
19911014   ,0.14   ,0.01  ,-0.06   ,0.01   ,0.17   ,0.26
19911015   ,0.08   ,0.03  ,-0.06   ,0.52   ,0.27   ,0.35
19911016   ,0.73   ,0.58   ,0.57   ,0.38   ,0.54   ,0.30
19911017   ,0.33   ,0.19   ,0.21   ,0.41   ,0.29   ,0.20
19911018   ,0.63   ,0.43   ,0.61   ,0.95   ,0.77   ,0.63
19911021   ,0.00  ,-0.12  ,-0.19  ,-0.41  ,-0.41  ,-0.69
19911022   ,0.01  ,-0.19  ,-0.17  ,-0.42  ,-0.43  ,-0.63
19911023  ,-0.30  ,-0.38  ,-0.43  ,-0.52  ,-0.42  ,-0.28
19911024  ,-0.14   ,0.11  ,-0.03   ,0.07  ,-0.01   ,0.00
19911025  ,-0.34  ,-0.16  ,-0.35  ,-0.52  ,-0.42  ,-0.29
19911028  ,-0.05  ,-0.27  ,-0.38   ,0.03   ,0.04   ,0.29
19911029   ,1.13   ,1.11   ,1.17   ,1.36   ,1.10   ,1.15
19911030   ,0.59   ,0.57   ,0.47   ,0.10   ,0.43   ,0.18
19911031   ,0.62   ,0.51   ,0.39   ,0.51   ,0.14   ,0.39
19911101   ,0.21   ,0.25   ,0.49  ,-0.02   ,0.13  ,-0.10
19911104   ,0.28   ,0.46   ,0.57   ,0.49   ,0.51   ,0.38
19911105  ,-0.22  ,-0.18  ,-0.34  ,-0.38  ,-0.39  ,-0.38
19911106  ,-0.08  ,-0.13  ,-0.07  ,-0.36  ,-0.24  ,-0.12
19911107   ,0.34   ,0.46   ,0.39   ,0.14   ,0.23   ,0.29
19911108  ,-0.11  ,-0.19  ,-0.08  ,-0.20  ,-0.16  ,-0.11
19911111   ,0.07   ,0.19   ,0.08  ,-0.13  ,-0.13   ,0.10
19911112   ,0.38   ,0.34   ,0.28   ,0.67   ,0.50   ,0.88
19911113  ,-0.29  ,-0.14  ,-0.13  ,-0.41  ,-0.41  ,-0.25
19911114  ,-0.23   ,0.10   ,0.11  ,-0.24  ,-0.07  ,-0.17
19911115  ,-1.64  ,-1.02  ,-1.00  ,-1.26  ,-1.30  ,-1.91
19911118  ,-0.67  ,-0.64  ,-0.44  ,-0.71  ,-0.52  ,-0.36
19911119  ,-0.71  ,-0.49  ,-0.56  ,-0.76  ,-0.59  ,-0.93
19911120  ,-0.16  ,-0.21  ,-0.37  ,-0.49  ,-0.21  ,-0.31
19911121   ,0.16  ,-0.01   ,0.15   ,0.48   ,0.00   ,0.15
19911122  ,-0.39  ,-0.21  ,-0.11  ,-0.18  ,-0.37  ,-0.31
19911125  ,-0.22  ,-0.32  ,-0.53  ,-0.04  ,-0.04   ,0.09
19911126  ,-0.59  ,-0.29  ,-0.49   ,0.22   ,0.24   ,0.30
19911127  ,-0.78  ,-0.88  ,-0.96  ,-1.35  ,-1.19  ,-1.00
19911128  ,-0.32  ,-0.27  ,-0.31  ,-0.47  ,-0.38  ,-0.33
19911129  ,-0.28  ,-0.38  ,-0.31  ,-0.46  ,-0.60  ,-0.24
19911202  ,-0.42  ,-0.24  ,-0.25  ,-0.83  ,-0.43   ,0.05
19911203   ,0.17   ,0.15   ,0.03   ,0.51   ,0.36   ,0.71
19911204   ,0.23   ,0.28   ,0.27   ,0.24   ,0.28   ,0.58
19911205   ,0.16   ,0.13   ,0.14  ,-0.40  ,-0.06  ,-0.19
19911206   ,0.36   ,0.30   ,0.42   ,0.06   ,0.20   ,0.37
19911209  ,-0.30  ,-0.14  ,-0.26  ,-0.34  ,-0.41  ,-0.06
19911210  ,-0.69  ,-0.65  ,-0.59  ,-1.03  ,-0.67  ,-0.55
19911211  ,-0.58  ,-0.64  ,-0.40  ,-0.78  ,-0.52  ,-0.68
19911212   ,0.40   ,0.47   ,0.23   ,0.69   ,0.94   ,0.95
19911213   ,0.84   ,0.85   ,0.81   ,1.88   ,1.51   ,1.26
19911216   ,0.70   ,0.48   ,0.44   ,0.22   ,0.11   ,0.27
19911217  ,-0.27  ,-0.15  ,-0.10  ,-0.56  ,-0.37  ,-0.24
19911218  ,-0.35  ,-0.30  ,-0.21  ,-0.40  ,-0.24  ,-0.22
19911219  ,-0.51  ,-0.35  ,-0.27  ,-1.23  ,-0.84  ,-0.71
19911220   ,0.25   ,0.22   ,0.35  ,-0.03   ,0.37   ,0.28
19911223   ,0.97   ,0.99   ,0.78   ,1.30   ,1.36   ,1.46
19911224   ,0.12  ,-0.01   ,0.27   ,0.05   ,0.28  ,-0.04
19911225   ,0.19   ,0.24   ,0.26   ,1.50   ,0.85   ,0.87
19911226   ,0.93   ,0.84   ,0.71   ,0.74   ,0.86   ,1.13
19911227   ,0.55   ,0.47   ,0.51   ,0.52   ,0.34   ,0.36
19911230   ,1.13   ,0.90   ,0.82   ,2.04   ,1.67   ,1.65
19911231   ,0.82   ,0.77   ,0.78   ,0.67   ,0.91   ,0.73
19920101   ,0.00   ,0.00   ,0.00   ,0.00   ,0.00   ,0.00
19920102   ,0.18  ,-0.19  ,-0.13  ,-0.01   ,0.10   ,0.08
19920103   ,0.37   ,0.13   ,0.07   ,0.15  ,-0.02   ,0.05
19920106   ,1.41   ,1.13   ,1.55   ,2.04   ,1.46   ,1.39
19920107   ,0.23   ,0.20   ,0.11  ,-0.61  ,-0.40  ,-0.47
19920108   ,0.14   ,0.00   ,0.11  ,-1.54  ,-1.20  ,-0.94
19920109  ,-0.18  ,-0.52  ,-0.36  ,-0.10  ,-0.57  ,-0.14
19920110  ,-0.92  ,-1.05  ,-1.06  ,-2.17  ,-1.74  ,-1.80
19920113   ,0.16   ,0.06   ,0.28  ,-0.88  ,-0.42  ,-0.68
19920114   ,0.44   ,0.14   ,0.14   ,0.52   ,0.62   ,0.58
19920115   ,0.00  ,-0.24  ,-0.21  ,-0.47  ,-0.13  ,-0.83
19920116   ,0.09   ,0.33   ,0.53  ,-0.05   ,0.30  ,-0.73
19920117   ,0.61   ,0.65   ,0.93   ,0.06   ,0.59   ,0.23
19920120   ,0.43   ,0.34   ,0.30   ,0.22   ,0.37   ,0.36
19920121  ,-0.64  ,-0.29  ,-0.28  ,-0.05  ,-0.09  ,-0.18
19920122   ,0.60   ,0.43   ,0.45   ,1.25   ,0.64   ,1.27
19920123  ,-0.28  ,-0.22  ,-0.37  ,-0.53  ,-0.54  ,-0.54
19920124   ,0.11   ,0.16   ,0.19  ,-0.53  ,-0.25  ,-0.24
19920127  ,-0.72  ,-0.75  ,-0.71  ,-1.12  ,-0.71  ,-1.01
19920128   ,0.38   ,0.27   ,0.48   ,0.38   ,0.46   ,0.38
19920129  ,-0.25   ,0.02  ,-0.08  ,-0.32  ,-0.29  ,-0.41
19920130   ,0.01  ,-0.37  ,-0.50  ,-0.13  ,-0.35   ,0.21
19920131   ,0.86   ,0.80   ,0.85   ,1.08   ,0.71   ,0.84
19920203   ,0.46   ,0.53   ,0.49  ,-0.04   ,0.34   ,0.10
19920204   ,0.58   ,0.50   ,0.66   ,0.39   ,0.28   ,0.34
19920205   ,0.40   ,0.53   ,0.78   ,0.28   ,0.18   ,0.19
19920206   ,0.61   ,0.56   ,0.65   ,0.48   ,0.25   ,0.17
19920207   ,0.34   ,0.43   ,0.38   ,0.07   ,0.16  ,-0.20
19920210  ,-0.52  ,-0.52  ,-0.41  ,-0.75  ,-0.64  ,-0.55
19920211  ,-0.28  ,-0.24  ,-0.34  ,-0.30  ,-0.33  ,-0.31
19920212   ,0.00  ,-0.16  ,-0.10  ,-0.54  ,-0.49  ,-0.49
19920213  ,-0.52  ,-0.53  ,-0.53  ,-0.69  ,-0.65  ,-0.77
19920214  ,-0.47  ,-0.37  ,-0.25  ,-1.09  ,-0.78  ,-1.09
19920217   ,0.02   ,0.05  ,-0.02   ,0.30   ,0.33   ,0.43
19920218  ,-0.87  ,-0.80  ,-0.79  ,-1.32  ,-0.86  ,-1.43
19920219  ,-0.44  ,-0.44  ,-0.26  ,-0.91  ,-0.26  ,-0.50
19920220   ,0.46   ,0.29   ,0.49   ,0.56   ,0.60   ,0.64
19920221   ,0.12  ,-0.02   ,0.03   ,0.57   ,0.17   ,0.25
19920224  ,-0.25  ,-0.20  ,-0.12  ,-0.17  ,-0.13  ,-0.25
19920225  ,-0.34  ,-0.31  ,-0.27  ,-0.29  ,-0.35  ,-0.14
19920226   ,0.67   ,0.33   ,0.58   ,0.77   ,0.77   ,1.14
19920227   ,0.37   ,0.40   ,0.63   ,0.27   ,0.25   ,0.08
19920228   ,0.13   ,0.12   ,0.29   ,0.33  ,-0.02  ,-0.12
19920302   ,0.07  ,-0.08  ,-0.07   ,0.27  ,-0.11  ,-0.27
19920303  ,-0.53  ,-0.54  ,-0.51  ,-0.86  ,-0.73  ,-0.84
19920304  ,-0.58  ,-0.55  ,-0.57  ,-0.87  ,-0.73  ,-1.06
19920305  ,-0.74  ,-0.60  ,-0.55  ,-0.76  ,-0.73  ,-0.69
19920306  ,-0.34  ,-0.33  ,-0.21  ,-0.26  ,-0.36  ,-0.32
19920309  ,-0.18  ,-0.07  ,-0.17  ,-0.27  ,-0.13  ,-0.23
19920310   ,0.05  ,-0.10   ,0.06  ,-0.01  ,-0.10  ,-0.19
19920311  ,-0.49  ,-0.41  ,-0.29  ,-0.90  ,-0.75  ,-0.99
19920312  ,-0.65  ,-0.51  ,-0.79  ,-0.78  ,-0.69  ,-0.67
19920313   ,0.14   ,0.08   ,0.00   ,0.03   ,0.23   ,0.14
19920316  ,-0.49  ,-0.35  ,-0.25  ,-0.85  ,-0.45  ,-0.43
19920317   ,0.38   ,0.40   ,0.67   ,0.40   ,0.51   ,0.63
19920318   ,0.10   ,0.09   ,0.00  ,-0.32  ,-0.27  ,-0.27
19920319  ,-0.04  ,-0.23  ,-0.56   ,0.56   ,0.21   ,0.40
19920320  ,-0.18  ,-0.17  ,-0.13  ,-0.23  ,-0.25  ,-0.05
19920323   ,0.06   ,0.14  ,-0.15  ,-0.03  ,-0.05   ,0.26
19920324  ,-0.53  ,-0.36  ,-0.30  ,-0.74  ,-0.36  ,-0.27
19920325   ,0.30   ,0.26   ,0.36   ,0.48   ,0.38   ,0.55
19920326  ,-0.33  ,-0.24  ,-0.40  ,-0.21  ,-0.13  ,-0.23
19920327  ,-0.37   ,0.07  ,-0.02  ,-0.69  ,-0.37  ,-0.35
19920330  ,-0.40  ,-0.36  ,-0.63  ,-0.23  ,-0.07  ,-0.11
19920331   ,0.26   ,0.16   ,0.20  ,-0.18  ,-0.18  ,-0.05
19920401  ,-1.38  ,-1.23  ,-1.18  ,-2.51  ,-1.69  ,-1.51
19920402  ,-0.92  ,-0.56  ,-0.31  ,-1.30  ,-0.84  ,-0.78
19920403  ,-0.32  ,-0.01   ,0.16  ,-0.30   ,0.44   ,0.60
19920406   ,0.41   ,0.42   ,0.25   ,0.77   ,0.93   ,0.88
19920407  ,-1.21  ,-0.77  ,-0.93  ,-2.17  ,-1.50  ,-1.73
19920408  ,-1.57  ,-1.26  ,-1.42  ,-2.60  ,-1.78  ,-1.57
19920409   ,0.65   ,0.32   ,0.75   ,0.32   ,0.59   ,0.72
19920410   ,0.94   ,0.88   ,0.93   ,3.33   ,2.62   ,2.46
19920413  ,-0.27  ,-0.10   ,0.12  ,-0.45  ,-0.21  ,-0.24
19920414   ,0.75   ,0.51   ,0.78   ,1.53   ,1.26   ,1.39
19920415   ,0.42   ,0.49   ,0.39   ,1.02   ,1.07   ,0.90
19920416  ,-0.02   ,0.18   ,0.03  ,-0.08   ,0.31  ,-0.04
19920417  ,-0.13  ,-0.13  ,-0.09  ,-0.45  ,-0.33  ,-0.36
19920420  ,-1.05  ,-0.72  ,-0.87  ,-1.39  ,-0.97  ,-1.47
19920421  ,-0.38  ,-0.16  ,-0.33  ,-0.34  ,-0.26  ,-0.26
19920422   ,0.13   ,0.07   ,0.16   ,0.50   ,0.07   ,0.07
19920423   ,0.20   ,0.16   ,0.04   ,1.18   ,0.84   ,0.60
19920424   ,0.27   ,0.51   ,0.57  ,-0.17   ,0.22  ,-0.05
19920427  ,-0.02   ,0.22   ,0.18   ,0.18   ,0.16   ,0.55
19920428  ,-0.34  ,-0.18  ,-0.26   ,0.06  ,-0.05   ,0.11
19920429   ,0.42   ,0.36   ,0.59   ,0.46   ,0.32   ,0.39
19920430   ,0.61   ,0.72   ,0.91   ,0.29   ,0.39   ,0.43
19920501   ,0.44   ,0.62   ,0.56   ,0.24   ,0.23  ,-0.16
19920504   ,0.34   ,0.26   ,0.17   ,0.41   ,0.36   ,0.51
19920505   ,0.24   ,0.23   ,0.37   ,0.20   ,0.10   ,0.09
19920506   ,0.67   ,0.68   ,0.57   ,1.19   ,1.00   ,0.83
19920507   ,0.34   ,0.40   ,0.26   ,0.86   ,0.55   ,0.64
19920508  ,-0.03  ,-0.03  ,-0.01  ,-0.20  ,-0.14  ,-0.15
19920511   ,0.83   ,0.71   ,0.64   ,0.83   ,0.78   ,0.69
19920512   ,0.83   ,0.89   ,0.73   ,0.68   ,0.53   ,0.49
19920513   ,0.31   ,0.25   ,0.43   ,0.67   ,0.29   ,0.36
19920514  ,-0.14   ,0.07  ,-0.07  ,-0.31  ,-0.45  ,-0.36
19920515  ,-0.57  ,-0.57  ,-0.50  ,-2.00  ,-1.13  ,-1.37
19920518   ,0.69   ,0.75   ,0.73   ,1.79   ,1.35   ,1.50
19920519   ,0.33   ,0.23   ,0.05   ,0.67   ,0.58   ,0.84
19920520  ,-0.03  ,-0.02  ,-0.16   ,0.00  ,-0.05  ,-0.12
19920521  ,-0.26  ,-0.42  ,-0.50  ,-0.55  ,-0.63  ,-0.84
19920522   ,0.18   ,0.16   ,0.12  ,-0.22   ,0.20  ,-0.05
19920525   ,0.27   ,0.16   ,0.24   ,0.68   ,0.38   ,0.36
19920526  ,-0.14   ,0.04  ,-0.10  ,-0.54  ,-0.19  ,-0.71
19920527  ,-0.70  ,-0.88  ,-0.98  ,-1.01  ,-1.13  ,-0.75
19920528   ,0.21   ,0.16   ,0.23   ,0.48   ,0.49   ,0.83
19920529   ,1.00   ,1.11   ,0.98   ,1.72   ,1.20   ,1.16
19920601   ,0.12   ,0.05   ,0.07  ,-0.23  ,-0.14  ,-0.07
19920602   ,0.19   ,0.07   ,0.18   ,0.05  ,-0.06  ,-0.56
19920603  ,-0.07  ,-0.17  ,-0.14  ,-0.03  ,-0.10  ,-0.17
19920604  ,-0.03   ,0.03   ,0.10  ,-0.27  ,-0.18  ,-0.45
19920605   ,0.06   ,0.13   ,0.05  ,-0.07   ,0.10   ,0.05
19920608  ,-0.45  ,-0.53  ,-0.27  ,-0.41  ,-0.50  ,-0.35
19920609  ,-0.46  ,-0.43  ,-0.55  ,-0.33  ,-0.30  ,-0.36
19920610  ,-0.48  ,-0.36  ,-0.39  ,-0.22  ,-0.38  ,-0.43
19920611  ,-0.03  ,-0.16  ,-0.05   ,0.11   ,0.38   ,0.34
19920612   ,0.04  ,-0.01   ,0.12  ,-0.55  ,-0.28  ,-0.13
19920615  ,-0.40  ,-0.32  ,-0.31  ,-0.54  ,-0.49  ,-0.56
19920616  ,-0.32  ,-0.11  ,-0.09   ,0.29   ,0.25  ,-0.11
19920617  ,-1.45  ,-1.18  ,-1.28  ,-1.96  ,-1.48  ,-1.59
19920618  ,-0.67  ,-0.62  ,-0.61  ,-1.17  ,-0.92  ,-0.69
19920619   ,0.20   ,0.18   ,0.15   ,0.77   ,0.68   ,0.90
19920622  ,-0.63  ,-0.46  ,-0.54  ,-1.18  ,-0.80  ,-0.75
19920623   ,0.05  ,-0.08  ,-0.10   ,0.41   ,0.29   ,0.29
19920624  ,-0.05   ,0.20   ,0.19  ,-0.26   ,0.05  ,-0.17
19920625   ,0.22   ,0.39   ,0.40   ,1.19   ,0.84   ,0.79
19920626  ,-0.09  ,-0.15  ,-0.15  ,-0.66  ,-0.32  ,-0.54
19920629   ,0.57   ,0.54   ,0.66   ,0.73   ,0.58   ,0.74
19920630   ,0.16   ,0.11   ,0.16   ,0.30  ,-0.16   ,0.08
19920701   ,0.37   ,0.37   ,0.09   ,0.89   ,0.96   ,1.06
19920702   ,0.47   ,0.31   ,0.21   ,0.84   ,0.56   ,0.80
19920703   ,0.03   ,0.04   ,0.05  ,-0.04   ,0.05   ,0.06
19920706  ,-0.15  ,-0.10  ,-0.16  ,-0.32  ,-0.10   ,0.21
19920707  ,-0.25  ,-0.12  ,-0.17  ,-0.44  ,-0.32  ,-0.55
19920708  ,-0.44  ,-0.51  ,-0.54  ,-0.25  ,-0.31  ,-0.06
19920709  ,-0.25  ,-0.31  ,-0.40   ,0.25   ,0.07   ,0.20
19920710   ,0.59   ,0.64   ,0.71   ,0.56   ,0.54   ,0.45
19920713   ,0.50   ,0.62   ,0.53   ,0.83   ,0.62   ,0.47
19920714  ,-0.08  ,-0.22  ,-0.19  ,-0.08   ,0.02  ,-0.11
19920715   ,0.38   ,0.32   ,0.39   ,0.24   ,0.24   ,0.22
19920716  ,-0.18  ,-0.04   ,0.07  ,-0.15  ,-0.06  ,-0.05
19920717  ,-0.29  ,-0.27  ,-0.01  ,-0.96  ,-0.65  ,-0.52
19920720  ,-1.81  ,-1.85  ,-1.94  ,-2.55  ,-2.34  ,-2.05
19920721  ,-0.23  ,-0.22  ,-0.25   ,0.08  ,-0.04   ,0.10
19920722  ,-1.07  ,-1.08  ,-0.87  ,-1.69  ,-1.43  ,-1.35
19920723   ,0.06   ,0.06  ,-0.07   ,0.86   ,0.83   ,0.47
19920724  ,-0.84  ,-0.71  ,-1.00  ,-1.53  ,-1.38  ,-1.08
19920727   ,0.10   ,0.39   ,0.36   ,0.03   ,0.09   ,0.22
19920728   ,0.34   ,0.15   ,0.30   ,1.09   ,0.82   ,0.91
19920729  ,-0.37  ,-0.42  ,-0.34   ,0.11   ,0.35   ,0.24
19920730   ,0.22   ,0.16   ,0.08   ,0.78   ,0.65   ,0.50
19920731   ,0.66   ,0.44   ,0.47   ,0.80   ,0.54   ,0.55
19920803  ,-0.07   ,0.17  ,-0.02  ,-0.19  ,-0.01   ,0.07
19920804  ,-0.28  ,-0.26  ,-0.19  ,-0.48  ,-0.15  ,-0.14
19920805  ,-0.58  ,-0.47  ,-0.54  ,-0.11  ,-0.24  ,-0.25
19920806  ,-0.50  ,-0.40  ,-0.39  ,-0.40  ,-0.22  ,-0.44
19920807  ,-0.36  ,-0.28  ,-0.08  ,-0.64  ,-0.63  ,-0.59
19920810  ,-1.04  ,-0.96  ,-0.89  ,-1.37  ,-0.92  ,-0.93
19920811  ,-0.98  ,-0.74  ,-0.91  ,-0.86  ,-0.78  ,-0.77
19920812  ,-0.68  ,-0.58  ,-0.57  ,-0.35  ,-0.41  ,-0.41
19920813  ,-0.19  ,-0.16  ,-0.37   ,0.33   ,0.29   ,0.38
19920814   ,0.03  ,-0.12  ,-0.33   ,0.59   ,0.26   ,0.56
19920817   ,0.29   ,0.23   ,0.20   ,0.43   ,0.51   ,0.68
19920818  ,-0.42  ,-0.41  ,-0.26  ,-1.07  ,-0.82  ,-0.63
19920819  ,-0.33  ,-0.35  ,-0.22  ,-0.16   ,0.19  ,-0.08
19920820   ,0.11   ,0.28   ,0.26   ,1.11   ,0.98   ,0.86
19920821   ,0.93   ,0.96   ,1.02   ,2.84   ,1.86   ,1.64
19920824   ,0.64   ,0.96   ,0.87   ,1.13   ,0.64   ,0.54
19920825  ,-0.31  ,-0.04   ,0.01  ,-0.93  ,-0.98  ,-0.43
19920826   ,0.00  ,-0.11   ,0.26   ,0.15   ,0.13   ,0.21
19920827   ,1.08   ,1.09   ,1.06   ,2.11   ,1.62   ,1.36
19920828   ,1.28   ,1.20   ,1.27   ,1.77   ,1.37   ,0.97
19920831   ,0.59   ,0.76   ,0.83   ,0.45   ,0.16  ,-0.06
19920901   ,0.27   ,0.25   ,0.53   ,0.03   ,0.01  ,-0.13
19920902  ,-0.15  ,-0.20  ,-0.11  ,-0.23  ,-0.19  ,-0.22
19920903  ,-0.22  ,-0.34  ,-0.30   ,1.35   ,0.82   ,0.97
19920904   ,0.52   ,0.56   ,0.79   ,1.15   ,0.82   ,0.50
19920907  ,-0.09  ,-0.07  ,-0.07  ,-0.35  ,-0.43  ,-0.25
19920908  ,-0.24   ,0.09  ,-0.01  ,-0.77  ,-0.38  ,-0.44
19920909  ,-0.47  ,-0.60  ,-0.82   ,0.04  ,-0.30   ,0.15
19920910   ,0.77   ,0.54   ,0.41   ,0.34   ,0.53   ,0.51
19920911  ,-1.07  ,-1.05  ,-1.27  ,-2.26  ,-1.70  ,-1.30
19920914   ,0.08  ,-0.11  ,-0.01   ,1.08   ,1.13   ,0.86
19920915  ,-0.52  ,-0.35  ,-0.53  ,-0.98  ,-0.98  ,-0.96
19920916  ,-1.80  ,-1.87  ,-1.83  ,-2.45  ,-1.70  ,-1.41
19920917   ,0.48   ,0.62   ,0.64   ,1.19   ,1.19   ,0.83
19920918  ,-0.07  ,-0.22  ,-0.35   ,0.25   ,0.23   ,0.30
19920921   ,0.27   ,0.42   ,0.46   ,0.27   ,0.01  ,-0.16
19920922   ,0.04   ,0.15   ,0.13   ,0.60   ,0.13   ,0.09
19920923   ,0.11   ,0.06   ,0.10   ,0.11   ,0.30   ,0.15
19920924   ,0.23   ,0.26   ,0.26   ,0.92   ,0.29   ,0.17
19920925  ,-0.27   ,0.02  ,-0.17  ,-0.52  ,-0.36  ,-0.70
19920928   ,0.30   ,0.34   ,0.46  ,-0.40  ,-0.08  ,-0.16
19920929   ,0.13   ,0.45   ,0.52   ,0.18   ,0.16   ,0.56
19920930   ,0.12   ,0.10   ,0.06  ,-0.62  ,-0.59  ,-0.48
19921001  ,-0.86  ,-0.77  ,-0.82  ,-0.62  ,-0.53  ,-0.50
19921002  ,-0.21  ,-0.12  ,-0.03  ,-0.42  ,-0.43  ,-0.62
19921005  ,-1.49  ,-1.42  ,-1.43  ,-1.81  ,-2.03  ,-1.51
19921006  ,-0.18  ,-0.20  ,-0.11   ,0.36   ,0.25   ,0.17
19921007  ,-0.20  ,-0.23  ,-0.26  ,-0.43  ,-0.11  ,-0.39
19921008  ,-0.45  ,-0.56  ,-0.62  ,-0.56  ,-0.14   ,0.01
19921009  ,-0.17  ,-0.02  ,-0.02  ,-0.43  ,-0.47  ,-0.61
19921012   ,0.61   ,0.58   ,0.63   ,1.23   ,1.01   ,1.28
19921013   ,0.27   ,0.25   ,0.16   ,0.66   ,0.60   ,0.65
19921014   ,0.14   ,0.20   ,0.26   ,0.02  ,-0.16   ,0.04
19921015   ,0.18   ,0.16   ,0.14  ,-0.01   ,0.37   ,0.34
19921016  ,-0.10  ,-0.32  ,-0.38  ,-0.43  ,-0.21  ,-0.27
19921019  ,-0.39  ,-0.35  ,-0.33  ,-0.84  ,-0.58  ,-0.39
19921020  ,-0.49  ,-0.65  ,-0.59  ,-0.22  ,-0.17  ,-0.23
19921021   ,0.34   ,0.11   ,0.34   ,0.55   ,0.14   ,0.13
19921022   ,0.58   ,0.69   ,0.88   ,0.86   ,0.69   ,0.37
19921023  ,-0.23  ,-0.12  ,-0.33  ,-0.17  ,-0.22  ,-0.24
19921026  ,-0.11  ,-0.26  ,-0.44  ,-0.29  ,-0.29  ,-0.13
19921027   ,0.20   ,0.12  ,-0.09   ,0.14   ,0.38   ,0.23
19921028  ,-0.10  ,-0.22  ,-0.08  ,-0.50  ,-0.57  ,-0.29
19921029   ,0.12  ,-0.07   ,0.04  ,-0.18  ,-0.12   ,0.04
19921030  ,-0.18  ,-0.11  ,-0.12  ,-0.01  ,-0.47  ,-0.42
19921102  ,-0.21  ,-0.41  ,-0.56   ,0.21  ,-0.15   ,0.15
19921103   ,0.49   ,0.34   ,0.52   ,0.62   ,0.44   ,0.13
19921104  ,-0.27  ,-0.43  ,-0.33  ,-0.07  ,-0.36  ,-0.37
19921105   ,0.24   ,0.26   ,0.06  ,-0.01   ,0.03   ,0.16
19921106  ,-0.22  ,-0.24  ,-0.21  ,-0.60  ,-0.70  ,-0.53
19921109  ,-0.24  ,-0.43  ,-0.33  ,-0.92  ,-0.66  ,-0.69
19921110   ,0.09   ,0.16   ,0.05   ,0.24   ,0.47   ,0.29
19921111   ,0.54   ,0.40   ,0.50   ,0.08   ,0.20   ,0.60
19921112   ,0.01   ,0.01   ,0.02   ,0.48   ,0.42   ,0.33
19921113   ,0.38   ,0.36   ,0.41  ,-0.02   ,0.02   ,0.04
19921116  ,-0.72  ,-0.76  ,-0.66  ,-1.23  ,-1.19  ,-0.86
19921117  ,-0.46  ,-0.24  ,-0.36  ,-0.79  ,-0.36  ,-0.18
19921118   ,0.73   ,0.51   ,0.62   ,1.64   ,1.57   ,1.38
19921119   ,0.28   ,0.50   ,0.66   ,0.24   ,0.37   ,0.53
19921120  ,-0.03  ,-0.13  ,-0.29  ,-0.07  ,-0.10  ,-0.07
19921123   ,0.02   ,0.05   ,0.14  ,-0.08  ,-0.18  ,-0.23
19921124   ,0.34   ,0.27   ,0.41   ,0.50   ,0.42   ,0.40
19921125   ,0.61   ,0.66   ,0.63   ,0.88   ,0.58   ,0.43
19921126   ,0.13   ,0.08   ,0.18   ,0.19   ,0.06   ,0.24
19921127   ,0.18   ,0.04   ,0.22   ,0.20   ,0.15   ,0.13
19921130   ,0.60   ,0.51   ,0.39   ,0.79   ,0.74   ,0.32
